81,1%,7%,44%,9%,34%,5%,5.27%,9.85%,0.5350
82,9%,8%,9%,68%,3%,3%,3.20%,9.17%,0.3489
83,23%,21%,7%,24%,5%,20%,3.44%,5.70%,0.6031
84,10%,35%,12%,10%,29%,4%,3.75%,5.11%,0.7334
85,61%,4%,10%,18%,2%,5%,5.07%,12.82%,0.3955
86,12%,8%,8%,48%,20%,4%,3.68%,7.00%,0.5255
87,18%,34%,22%,16%,6%,4%,3.91%,7.01%,0.5578
88,61%,14%,16%,0%,6%,3%,5.35%,13.73%,0.3897
89,10%,17%,33%,25%,7%,8%,4.30%,8.78%,0.4898
90,59%,5%,25%,7%,2%,2%,5.68%,13.85%,0.4100
91,42%,13%,6%,28%,0%,11%,4.06%,8.85%,0.4584
92,20%,39%,1%,1%,33%,6%,3.65%,5.93%,0.6150
93,46%,12%,2%,6%,32%,2%,4.87%,10.14%,0.4805
94,26%,44%,28%,1%,0%,1%,4.23%,8.71%,0.4850
95,54%,35%,6%,3%,1%,1%,4.33%,11.88%,0.3644
96,8%,22%,4%,35%,23%,8%,3.28%,5.25%,0.6241
97,24%,11%,19%,7%,34%,5%,4.91%,7.60%,0.6459
98,4%,11%,22%,32%,2%,29%,3.43%,7.23%,0.4740
99,4%,10%,13%,42%,2%,29%,3.03%,6.81%,0.4447
100,45%,22%,1%,2%,15%,15%,4.20%,9.77%,0.4298
101,4%,31%,33%,14%,10%,8%,4.03%,7.76%,0.5188
102,3%,15%,41%,15%,5%,21%,4.32%,9.21%,0.4692
103,12%,78%,1%,8%,1%,0%,2.21%,4.90%,0.4510
104,36%,15%,41%,1%,7%,0%,5.63%,11.84%,0.4756
105,1%,0%,76%,5%,11%,7%,6.20%,15.23%,0.4067
106,1%,3%,20%,70%,0%,6%,3.38%,11.29%,0.2990
107,17%,26%,51%,4%,2%,0%,5.18%,11.29%,0.4587
108,28%,35%,23%,8%,2%,4%,4.20%,8.32%,0.5045
109,8%,29%,22%,24%,2%,15%,3.46%,6.64%,0.5201
110,9%,9%,32%,27%,20%,3%,4.65%,8.90%,0.5225
111,20%,54%,2%,3%,17%,4%,3.16%,5.61%,0.5621
112,35%,7%,52%,6%,0%,0%,6.00%,13.50%,0.4442
113,28%,28%,1%,14%,12%,17%,3.46%,6.07%,0.5696
114,5%,13%,47%,7%,10%,18%,4.82%,9.87%,0.4882
115,1%,8%,43%,29%,12%,7%,4.66%,10.84%,0.4296
116,1%,16%,6%,59%,17%,1%,3.07%,8.16%,0.3757
117,5%,22%,30%,12%,12%,19%,4.01%,7.05%,0.5684
118,3%,3%,12%,47%,21%,14%,3.57%,7.57%,0.4717
119,14%,20%,47%,0%,5%,14%,4.96%,10.06%,0.4929
120,34%,9%,42%,0%,8%,7%,5.66%,11.63%,0.4862
121,54%,12%,14%,5%,0%,15%,4.83%,12.00%,0.4020
122,11%,9%,71%,3%,2%,4%,6.02%,14.51%,0.4148
123,27%,5%,3%,57%,5%,3%,3.64%,7.73%,0.4707
124,0%,1%,65%,7%,23%,4%,5.97%,13.37%,0.4466
125,25%,28%,21%,12%,2%,12%,4.03%,7.55%,0.5335
126,37%,13%,9%,3%,22%,16%,4.54%,8.53%,0.5320
127,3%,10%,2%,47%,23%,15%,3.10%,6.33%,0.4890
128,44%,36%,3%,1%,4%,12%,3.86%,9.79%,0.3937
129,80%,6%,3%,1%,5%,5%,5.48%,16.91%,0.3238
130,12%,1%,31%,25%,24%,7%,4.87%,8.79%,0.5542
131,24%,44%,3%,0%,25%,4%,3.64%,6.45%,0.5642
132,40%,16%,9%,29%,3%,3%,4.21%,8.83%,0.4760
133,20%,49%,11%,0%,18%,2%,3.65%,6.10%,0.5977
134,21%,25%,43%,4%,2%,5%,4.95%,10.26%,0.4819
135,13%,10%,50%,8%,10%,9%,5.31%,10.97%,0.4840
136,6%,5%,26%,36%,24%,3%,4.42%,8.69%,0.5082
137,31%,37%,0%,1%,26%,5%,3.84%,7.51%,0.5112
138,14%,54%,19%,10%,2%,1%,3.35%,6.16%,0.5442
139,6%,1%,28%,49%,12%,4%,4.24%,10.14%,0.4182
140,42%,11%,3%,8%,11%,25%,4.15%,8.83%,0.4694
141,16%,45%,8%,11%,5%,15%,3.02%,4.82%,0.6265
142,11%,61%,12%,7%,2%,7%,2.83%,4.96%,0.5710
143,3%,2%,26%,39%,16%,14%,4.09%,8.82%,0.4633
144,0%,9%,37%,19%,3%,32%,3.99%,8.73%,0.4572
145,23%,18%,8%,21%,12%,18%,3.70%,5.76%,0.6410
146,12%,4%,61%,19%,0%,4%,5.61%,13.70%,0.4092
147,8%,34%,6%,20%,29%,3%,3.42%,4.74%,0.7210
148,26%,23%,26%,13%,8%,4%,4.53%,8.45%,0.5361
149,28%,7%,14%,45%,3%,3%,4.10%,8.43%,0.4863
150,3%,27%,20%,21%,26%,3%,3.87%,6.39%,0.6058
151,39%,59%,1%,0%,0%,1%,3.32%,9.23%,0.3592
152,18%,3%,66%,7%,5%,1%,6.19%,14.27%,0.4337
153,9%,8%,15%,47%,10%,11%,3.61%,7.72%,0.4670
154,25%,2%,18%,51%,4%,0%,4.27%,9.25%,0.4611
155,20%,34%,23%,3%,7%,13%,4.01%,6.98%,0.5734
156,5%,5%,20%,52%,15%,3%,3.89%,9.18%,0.4234
157,36%,19%,29%,11%,4%,1%,4.97%,10.31%,0.4822
158,50%,4%,7%,12%,24%,3%,5.11%,10.74%,0.4756
159,2%,1%,41%,30%,12%,14%,4.64%,10.57%,0.4383
160,11%,16%,44%,3%,4%,22%,4.70%,9.38%,0.5004
161,8%,21%,39%,3%,20%,9%,4.78%,8.47%,0.5643
162,34%,24%,2%,40%,0%,0%,3.54%,7.52%,0.4707
163,4%,14%,41%,31%,2%,8%,4.36%,10.60%,0.4108
164,22%,33%,7%,9%,5%,24%,3.26%,5.42%,0.6017
165,23%,34%,14%,8%,12%,9%,3.85%,6.43%,0.5985
166,5%,1%,44%,12%,2%,36%,4.52%,9.61%,0.4699
167,12%,4%,51%,12%,14%,7%,5.49%,11.38%,0.4824
168,51%,21%,8%,17%,1%,2%,4.45%,10.86%,0.4098
169,15%,10%,1%,48%,16%,10%,3.32%,6.04%,0.5494
170,42%,24%,3%,0%,30%,1%,4.61%,9.69%,0.4759
171,19%,9%,41%,4%,1%,26%,4.82%,9.59%,0.5020
172,14%,8%,45%,24%,7%,2%,5.10%,11.14%,0.4577
173,68%,7%,2%,1%,16%,6%,5.27%,14.45%,0.3647
174,19%,13%,17%,18%,1%,32%,3.67%,6.17%,0.5939
175,59%,14%,2%,0%,13%,12%,4.78%,12.66%,0.3775
176,13%,8%,4%,70%,0%,5%,3.03%,8.67%,0.3495
177,1%,21%,21%,20%,6%,31%,3.27%,5.90%,0.5537
178,5%,5%,17%,70%,0%,3%,3.38%,10.68%,0.3160
179,3%,5%,24%,36%,16%,16%,3.96%,8.15%,0.4850
180,8%,6%,64%,6%,15%,1%,5.97%,13.27%,0.4499
181,62%,4%,2%,3%,5%,24%,4.73%,13.00%,0.3634
182,35%,44%,3%,0%,15%,3%,3.78%,8.28%,0.4567
183,53%,15%,6%,5%,17%,4%,4.88%,11.46%,0.4260
184,33%,57%,8%,1%,1%,0%,3.47%,8.24%,0.4211
185,8%,24%,8%,34%,4%,22%,2.89%,5.23%,0.5528
186,1%,0%,6%,63%,18%,12%,3.20%,8.69%,0.3676
187,14%,43%,28%,1%,9%,5%,4.02%,7.06%,0.5696
188,28%,32%,9%,16%,11%,4%,3.82%,6.79%,0.5627
189,2%,3%,72%,1%,18%,4%,6.21%,14.28%,0.4350
190,10%,0%,51%,22%,4%,13%,5.18%,11.92%,0.4346
191,3%,58%,0%,5%,4%,30%,1.98%,3.09%,0.6400
192,7%,51%,33%,8%,1%,0%,3.75%,7.67%,0.4882
193,19%,41%,2%,26%,10%,2%,3.09%,5.10%,0.6051
194,39%,14%,11%,28%,5%,3%,4.33%,8.84%,0.4897
195,61%,17%,1%,2%,13%,6%,4.81%,13.00%,0.3696
196,37%,34%,5%,2%,7%,15%,3.78%,8.39%,0.4507
197,11%,7%,11%,32%,12%,27%,3.48%,5.61%,0.6196
198,38%,27%,6%,21%,4%,4%,3.91%,8.23%,0.4751
199,11%,0%,41%,14%,9%,25%,4.83%,9.50%,0.5082
200,5%,9%,43%,8%,34%,1%,5.37%,9.72%,0.5517
201,43%,42%,13%,1%,0%,1%,4.17%,10.22%,0.4074
202,5%,88%,2%,3%,2%,0%,1.94%,4.69%,0.4122
203,23%,6%,54%,12%,1%,4%,5.68%,12.73%,0.4461
204,20%,10%,36%,26%,5%,3%,4.83%,10.04%,0.4811
205,5%,14%,4%,38%,14%,25%,2.94%,5.20%,0.5655
206,72%,4%,0%,1%,11%,12%,5.20%,15.15%,0.3428
207,4%,9%,42%,13%,28%,4%,5.12%,9.66%,0.5298
208,28%,20%,9%,31%,7%,5%,3.84%,7.00%,0.5476
209,48%,31%,12%,3%,6%,0%,4.56%,10.95%,0.4166
210,13%,1%,39%,28%,5%,14%,4.76%,10.26%,0.4635
211,38%,12%,10%,17%,22%,1%,4.71%,8.66%,0.5435
212,28%,2%,20%,21%,21%,8%,4.85%,8.20%,0.5910
213,15%,6%,37%,6%,13%,23%,4.84%,8.64%,0.5601
214,13%,14%,21%,39%,7%,6%,3.91%,7.98%,0.4891
215,41%,2%,10%,23%,19%,5%,4.82%,9.09%,0.5297
216,18%,15%,42%,1%,7%,17%,4.96%,9.59%,0.5174
217,8%,7%,33%,24%,8%,20%,4.30%,8.60%,0.4993
218,32%,4%,24%,5%,6%,29%,4.67%,8.76%,0.5323
219,6%,12%,24%,21%,2%,35%,3.55%,6.57%,0.5399
220,2%,12%,57%,14%,7%,8%,5.15%,12.19%,0.4223
221,10%,27%,62%,0%,1%,0%,5.40%,12.59%,0.4284
222,43%,7%,19%,9%,19%,3%,5.25%,10.36%,0.5069
223,-1%,34%,12%,47%,5%,3%,2.78%,7.52%,0.3690
224,45%,3%,26%,22%,3%,1%,5.29%,11.49%,0.4600
225,28%,8%,7%,19%,3%,35%,3.62%,6.21%,0.5818
226,25%,2%,43%,21%,0%,9%,5.25%,11.42%,0.4593
227,20%,1%,34%,21%,18%,6%,5.14%,9.49%,0.5418
228,23%,5%,23%,22%,24%,3%,4.88%,8.16%,0.5977
229,3%,75%,5%,8%,8%,1%,2.28%,4.20%,0.5412
230,46%,43%,0%,1%,8%,2%,3.87%,10.27%,0.3770
231,47%,23%,12%,14%,1%,3%,4.47%,10.44%,0.4278
232,35%,5%,5%,31%,23%,1%,4.47%,7.82%,0.5717
233,19%,3%,37%,10%,30%,1%,5.55%,9.62%,0.5767
234,0%,61%,6%,5%,28%,0%,2.86%,4.36%,0.6560
235,7%,53%,2%,4%,26%,8%,2.92%,4.16%,0.7009
236,23%,9%,25%,10%,23%,10%,4.87%,7.95%,0.6123
237,8%,4%,74%,8%,6%,0%,6.22%,15.27%,0.4074
238,10%,51%,1%,4%,25%,9%,2.97%,4.32%,0.6869
239,8%,7%,33%,14%,22%,16%,4.67%,8.07%,0.5781
240,0%,2%,20%,42%,36%,0%,4.28%,8.82%,0.4852
241,63%,9%,3%,10%,0%,15%,4.68%,13.04%,0.3585
242,40%,16%,14%,28%,0%,2%,4.36%,9.37%,0.4654
243,4%,18%,31%,35%,10%,2%,4.10%,9.20%,0.4452
244,24%,39%,1%,21%,12%,3%,3.28%,5.61%,0.5845
245,34%,54%,1%,10%,1%,0%,3.22%,7.78%,0.4138
246,3%,9%,46%,16%,7%,19%,4.67%,10.26%,0.4549
247,13%,26%,17%,7%,9%,28%,3.55%,5.13%,0.6913
248,43%,19%,11%,12%,4%,11%,4.36%,9.54%,0.4565
249,2%,20%,23%,30%,5%,20%,3.43%,7.23%,0.4743
250,5%,4%,76%,6%,2%,7%,6.07%,15.39%,0.3945
251,33%,22%,28%,3%,2%,12%,4.69%,9.58%,0.4889
252,3%,64%,2%,7%,22%,2%,2.60%,4.07%,0.6376
253,74%,2%,6%,18%,0%,0%,5.34%,15.19%,0.3516
254,55%,29%,1%,4%,9%,2%,4.40%,11.80%,0.3725
255,71%,9%,6%,1%,1%,12%,5.13%,15.16%,0.3384
256,1%,2%,25%,57%,4%,11%,3.69%,10.56%,0.3491
257,18%,52%,6%,4%,16%,4%,3.26%,5.37%,0.6075
258,42%,21%,4%,2%,1%,30%,3.82%,9.13%,0.4177
259,8%,5%,35%,23%,0%,29%,4.16%,8.86%,0.4696
260,6%,54%,25%,11%,3%,1%,3.37%,6.45%,0.5218
261,48%,5%,10%,11%,4%,22%,4.57%,10.32%,0.4429
262,35%,14%,17%,19%,3%,12%,4.37%,8.66%,0.5041
263,7%,18%,28%,10%,35%,2%,4.69%,7.39%,0.6347
264,18%,19%,11%,20%,26%,6%,4.06%,5.88%,0.6891
265,10%,24%,22%,12%,3%,29%,3.53%,5.82%,0.6065
266,2%,64%,10%,5%,18%,1%,2.83%,4.33%,0.6527
267,12%,11%,67%,9%,0%,1%,5.82%,14.18%,0.4106
268,7%,5%,57%,25%,6%,0%,5.41%,13.20%,0.4098
269,2%,50%,20%,7%,4%,17%,2.99%,5.05%,0.5910
270,20%,45%,0%,0%,34%,1%,3.60%,6.15%,0.5849
271,48%,2%,11%,11%,19%,9%,5.09%,10.53%,0.4828
272,7%,40%,17%,16%,15%,5%,3.46%,5.43%,0.6372
273,6%,5%,50%,19%,14%,6%,5.23%,11.41%,0.4582
274,10%,24%,36%,7%,10%,13%,4.42%,8.13%,0.5431
275,50%,40%,5%,0%,3%,2%,4.14%,11.21%,0.3693
276,30%,13%,11%,32%,3%,11%,3.94%,7.50%,0.5243
277,2%,64%,5%,5%,7%,17%,2.25%,3.56%,0.6300
278,12%,1%,60%,2%,2%,23%,5.55%,12.41%,0.4469
279,13%,36%,24%,20%,2%,5%,3.70%,7.09%,0.5221
280,3%,41%,9%,11%,12%,24%,2.78%,3.60%,0.7716
281,26%,20%,36%,9%,1%,8%,4.82%,9.84%,0.4894
282,5%,53%,13%,4%,12%,13%,2.97%,4.25%,0.6969
283,44%,4%,7%,13%,12%,20%,4.52%,9.32%,0.4845
284,5%,23%,30%,40%,2%,0%,3.85%,9.49%,0.4053
285,27%,5%,10%,23%,3%,32%,3.76%,6.48%,0.5802
286,16%,27%,3%,17%,12%,25%,3.10%,4.15%,0.7462
287,2%,7%,44%,12%,12%,23%,4.67%,9.58%,0.4869
288,0%,6%,17%,60%,14%,3%,3.54%,9.79%,0.3618
289,12%,12%,3%,38%,9%,26%,3.03%,5.02%,0.6033
290,21%,21%,16%,14%,7%,21%,3.82%,6.24%,0.6114
291,44%,23%,19%,12%,2%,0%,4.72%,10.54%,0.4475
292,0%,2%,53%,11%,31%,3%,5.63%,11.56%,0.4866
293,3%,6%,10%,53%,23%,5%,3.55%,8.03%,0.4416
294,3%,8%,5%,50%,26%,8%,3.36%,7.13%,0.4711
295,9%,34%,6%,11%,3%,37%,2.64%,3.31%,0.7952
296,5%,5%,33%,17%,36%,4%,4.99%,8.65%,0.5766
297,8%,9%,43%,39%,1%,0%,4.65%,11.78%,0.3948
298,65%,30%,0%,0%,2%,3%,4.51%,14.01%,0.3220
299,20%,1%,28%,19%,5%,27%,4.44%,8.15%,0.5451
300,2%,60%,6%,25%,2%,5%,2.27%,4.69%,0.4832
301,11%,5%,9%,57%,18%,0%,3.69%,8.06%,0.4577
302,21%,31%,9%,2%,11%,26%,3.48%,5.50%,0.6322
303,2%,0%,67%,1%,6%,24%,5.62%,13.21%,0.4251
304,3%,6%,64%,3%,5%,19%,5.46%,12.78%,0.4268
305,9%,34%,16%,25%,4%,12%,3.24%,5.81%,0.5571
306,18%,46%,2%,1%,24%,9%,3.32%,5.36%,0.6186
307,55%,15%,1%,19%,8%,2%,4.51%,11.15%,0.4045
308,8%,3%,48%,15%,21%,5%,5.41%,10.92%,0.4955
309,26%,7%,22%,6%,23%,16%,4.83%,7.84%,0.6154
310,27%,46%,1%,0%,5%,21%,3.05%,6.55%,0.4658
311,13%,40%,5%,3%,30%,9%,3.49%,4.86%,0.7170
312,1%,16%,6%,50%,22%,5%,3.17%,7.22%,0.4392
313,28%,19%,22%,10%,8%,13%,4.42%,8.05%,0.5487
314,49%,1%,13%,5%,18%,14%,5.17%,10.96%,0.4717
315,9%,36%,6%,32%,6%,11%,2.82%,4.95%,0.5696
316,21%,36%,13%,1%,17%,12%,3.83%,6.12%,0.6253
317,3%,86%,7%,4%,0%,0%,2.06%,4.67%,0.4413
318,3%,33%,16%,18%,16%,14%,3.33%,5.18%,0.6420
319,2%,37%,29%,10%,13%,9%,3.79%,6.75%,0.5605
320,1%,38%,15%,17%,23%,6%,3.38%,5.24%,0.6437
321,3%,76%,14%,6%,1%,0%,2.50%,4.96%,0.5044
322,32%,1%,31%,6%,10%,20%,5.16%,9.77%,0.5276
323,1%,58%,11%,1%,4%,25%,2.43%,3.64%,0.6665
324,-1%,0%,37%,24%,6%,34%,4.11%,9.22%,0.4455
325,14%,13%,39%,4%,21%,9%,5.10%,8.99%,0.5670
326,3%,20%,36%,3%,26%,12%,4.62%,7.81%,0.5912
327,11%,2%,4%,45%,30%,8%,3.76%,6.51%,0.5769
328,4%,20%,9%,38%,18%,11%,3.24%,6.04%,0.5368
329,1%,11%,34%,41%,9%,4%,4.16%,10.34%,0.4022
330,18%,24%,27%,9%,1%,21%,4.03%,7.36%,0.5466
331,4%,10%,60%,13%,1%,12%,5.21%,12.74%,0.4087
332,26%,5%,25%,5%,26%,13%,5.07%,8.31%,0.6100
333,2%,0%,50%,32%,0%,16%,4.74%,12.39%,0.3827
334,2%,4%,11%,69%,13%,1%,3.35%,9.91%,0.3375
335,41%,18%,11%,1%,5%,24%,4.26%,9.33%,0.4563
336,2%,35%,27%,7%,23%,6%,3.98%,6.44%,0.6183
337,41%,31%,7%,21%,0%,0%,3.94%,8.94%,0.4407
338,3%,16%,45%,12%,18%,6%,4.89%,9.89%,0.4943
339,43%,11%,2%,14%,2%,28%,3.90%,8.78%,0.4438
340,0%,4%,17%,64%,7%,8%,3.36%,10.19%,0.3296
341,13%,2%,24%,38%,11%,12%,4.23%,8.44%,0.5013
342,12%,5%,28%,19%,27%,9%,4.76%,7.91%,0.6020
343,6%,4%,35%,15%,36%,4%,5.13%,8.89%,0.5765
344,16%,6%,39%,29%,2%,8%,4.77%,10.50%,0.4539
345,27%,4%,9%,46%,3%,11%,3.83%,7.65%,0.5007
346,10%,3%,17%,47%,3%,20%,3.56%,8.00%,0.4451
347,6%,9%,43%,27%,9%,6%,4.75%,10.69%,0.4443
348,18%,43%,6%,8%,16%,9%,3.33%,5.09%,0.6528
349,10%,4%,46%,6%,29%,5%,5.58%,10.25%,0.5446
350,7%,2%,4%,85%,1%,1%,2.93%,10.65%,0.2746
351,4%,31%,14%,12%,32%,7%,3.73%,5.18%,0.7189
352,6%,19%,8%,34%,20%,13%,3.32%,5.51%,0.6011
353,42%,25%,0%,0%,17%,16%,4.07%,9.29%,0.4374
354,30%,21%,19%,2%,26%,2%,4.84%,8.33%,0.5802
355,28%,16%,18%,3%,3%,32%,4.05%,7.39%,0.5474
356,46%,28%,3%,1%,10%,12%,4.16%,10.11%,0.4109
357,37%,31%,6%,16%,6%,4%,3.89%,8.12%,0.4785
358,22%,32%,7%,1%,5%,33%,3.23%,5.49%,0.5880
359,21%,14%,33%,14%,2%,16%,4.55%,8.89%,0.5116
360,57%,16%,1%,5%,9%,12%,4.55%,12.00%,0.3788
361,7%,4%,29%,34%,18%,8%,4.42%,8.89%,0.4971
362,46%,7%,14%,17%,7%,9%,4.80%,10.26%,0.4677
363,29%,29%,10%,2%,15%,15%,3.98%,7.13%,0.5574
364,2%,1%,24%,51%,20%,2%,4.13%,9.88%,0.4181
365,7%,21%,30%,12%,4%,26%,3.86%,7.06%,0.5460
366,19%,16%,35%,16%,13%,1%,4.90%,9.24%,0.5301
367,46%,6%,1%,36%,7%,4%,4.25%,9.21%,0.4613
368,39%,18%,5%,20%,16%,2%,4.30%,8.35%,0.5147
369,14%,38%,12%,27%,1%,8%,3.14%,5.73%,0.5472
370,15%,21%,1%,36%,3%,24%,2.82%,4.76%,0.5915
371,29%,33%,2%,2%,29%,5%,3.98%,7.19%,0.5530
372,35%,17%,8%,21%,2%,17%,3.88%,7.71%,0.5034
373,4%,4%,53%,7%,24%,8%,5.55%,11.20%,0.4950
374,41%,5%,20%,4%,26%,4%,5.42%,10.25%,0.5284
375,50%,9%,3%,2%,23%,13%,4.81%,10.85%,0.4428
376,34%,26%,1%,33%,5%,1%,3.60%,7.23%,0.4972
377,0%,44%,7%,24%,24%,1%,2.97%,4.94%,0.6007
378,14%,0%,43%,14%,24%,5%,5.50%,10.32%,0.5330
379,11%,30%,25%,1%,20%,13%,4.15%,6.27%,0.6606
380,34%,13%,10%,8%,1%,34%,3.87%,7.64%,0.5056
381,47%,3%,9%,9%,25%,7%,5.11%,10.35%,0.4935
382,4%,4%,70%,19%,2%,1%,5.80%,15.14%,0.3828
383,46%,14%,7%,0%,2%,31%,4.18%,10.09%,0.4144
384,33%,3%,30%,23%,7%,4%,5.13%,10.29%,0.4988
385,58%,8%,16%,11%,6%,1%,5.32%,12.83%,0.4142
386,37%,4%,8%,37%,10%,4%,4.35%,8.40%,0.5173
387,6%,10%,34%,23%,8%,19%,4.25%,8.64%,0.4913
388,14%,8%,38%,20%,14%,6%,4.94%,9.61%,0.5138
389,26%,16%,28%,8%,4%,18%,4.52%,8.51%,0.5312
390,2%,27%,53%,11%,2%,5%,4.71%,11.20%,0.4206
391,70%,12%,0%,12%,0%,6%,4.80%,14.35%,0.3346
392,35%,20%,5%,3%,26%,11%,4.35%,8.11%,0.5358
393,2%,0%,37%,26%,8%,27%,4.30%,9.42%,0.4565
394,17%,15%,40%,8%,7%,13%,4.86%,9.45%,0.5140
395,12%,17%,53%,8%,10%,0%,5.39%,11.49%,0.4688
396,29%,14%,5%,14%,35%,3%,4.46%,7.13%,0.6256
397,22%,20%,22%,1%,2%,33%,3.95%,6.90%,0.5717
398,28%,15%,17%,31%,5%,4%,4.20%,8.05%,0.5217
399,65%,15%,3%,14%,2%,1%,4.81%,13.41%,0.3584
400,27%,25%,12%,26%,10%,0%,3.99%,7.12%,0.5593
401,51%,1%,6%,4%,37%,1%,5.47%,11.41%,0.4788
402,35%,20%,8%,4%,16%,17%,4.20%,8.00%,0.5249
403,18%,7%,12%,36%,18%,9%,4.01%,6.70%,0.5976
404,8%,22%,41%,26%,2%,1%,4.45%,10.27%,0.4332
405,33%,24%,32%,9%,0%,2%,4.85%,10.26%,0.4723
406,2%,66%,8%,8%,12%,4%,2.55%,4.11%,0.6197
407,17%,44%,0%,26%,1%,12%,2.62%,4.63%,0.5663
408,16%,5%,25%,17%,2%,35%,4.01%,7.09%,0.5655
409,3%,2%,77%,7%,10%,1%,6.30%,15.62%,0.4031
410,15%,83%,1%,1%,0%,0%,2.24%,5.64%,0.3972
411,52%,7%,2%,2%,34%,3%,5.18%,11.48%,0.4508
412,37%,41%,4%,0%,12%,6%,3.84%,8.60%,0.4458
413,70%,0%,0%,21%,4%,5%,5.03%,13.97%,0.3598
414,4%,10%,49%,31%,5%,1%,4.87%,12.11%,0.4016
415,24%,44%,2%,1%,9%,20%,3.12%,5.95%,0.5238
416,19%,26%,23%,9%,8%,15%,4.07%,6.91%,0.5884
417,20%,24%,15%,1%,2%,38%,3.50%,5.71%,0.6119
418,32%,43%,0%,7%,6%,12%,3.28%,7.19%,0.4562
419,7%,36%,23%,22%,4%,8%,3.48%,6.69%,0.5202
420,13%,12%,9%,29%,30%,7%,3.96%,5.84%,0.6769
421,1%,0%,90%,5%,1%,3%,6.60%,17.92%,0.3680
422,4%,20%,30%,12%,6%,28%,3.80%,6.93%,0.5485
423,0%,7%,51%,13%,19%,10%,5.15%,11.06%,0.4656
424,0%,3%,65%,14%,15%,3%,5.76%,13.78%,0.4177
425,23%,11%,25%,4%,21%,16%,4.77%,7.74%,0.6156
426,62%,11%,0%,0%,10%,17%,4.73%,13.17%,0.3587
427,41%,2%,5%,13%,1%,38%,3.98%,8.48%,0.4686
428,20%,58%,5%,9%,5%,3%,2.96%,5.57%,0.5304
429,1%,0%,78%,11%,6%,4%,6.18%,16.03%,0.3852
430,71%,12%,0%,5%,11%,1%,5.14%,14.86%,0.3456
431,6%,1%,6%,56%,6%,25%,3.00%,7.43%,0.4031
432,4%,1%,21%,47%,11%,16%,3.77%,8.75%,0.4308
433,10%,19%,14%,53%,3%,1%,3.36%,8.19%,0.4101
434,9%,18%,4%,35%,17%,17%,3.16%,5.00%,0.6310
435,0%,0%,70%,14%,1%,15%,5.60%,14.67%,0.3816
436,29%,16%,44%,7%,0%,4%,5.32%,11.46%,0.4639
437,29%,31%,6%,4%,17%,13%,3.84%,6.89%,0.5563
438,5%,33%,31%,24%,4%,3%,3.83%,8.21%,0.4660
439,1%,1%,50%,11%,5%,32%,4.74%,10.59%,0.4476
440,14%,8%,34%,42%,1%,1%,4.46%,10.58%,0.4217
441,29%,21%,11%,31%,2%,6%,3.82%,7.39%,0.5169
442,50%,12%,7%,21%,3%,7%,4.49%,10.45%,0.4294
443,0%,8%,35%,24%,3%,30%,3.92%,8.81%,0.4449
444,25%,51%,3%,6%,7%,8%,3.14%,6.20%,0.5059
445,42%,1%,33%,1%,14%,9%,5.75%,11.68%,0.4922
446,9%,63%,3%,4%,8%,13%,2.46%,4.05%,0.6057
447,8%,20%,42%,14%,10%,6%,4.69%,9.57%,0.4902
448,5%,69%,13%,2%,1%,10%,2.55%,4.59%,0.5546
449,3%,75%,8%,7%,3%,4%,2.27%,4.34%,0.5233
450,8%,4%,49%,6%,15%,18%,5.23%,10.39%,0.5032
451,30%,5%,25%,4%,27%,9%,5.26%,8.95%,0.5874
452,4%,42%,2%,18%,23%,11%,2.83%,3.88%,0.7297
453,21%,19%,16%,33%,10%,1%,4.01%,7.28%,0.5505
454,46%,14%,12%,17%,1%,10%,4.49%,10.12%,0.4432
455,25%,18%,20%,5%,32%,0%,4.90%,7.83%,0.6256
456,4%,23%,42%,6%,7%,18%,4.39%,8.80%,0.4981
457,13%,19%,12%,29%,27%,0%,3.98%,6.17%,0.6448
458,20%,23%,6%,24%,5%,22%,3.26%,5.16%,0.6306
459,3%,90%,1%,2%,1%,3%,1.76%,4.64%,0.3796
460,25%,55%,2%,5%,0%,13%,2.85%,6.25%,0.4559
461,57%,16%,0%,18%,5%,4%,4.44%,11.53%,0.3851
462,5%,25%,25%,12%,6%,27%,3.57%,6.07%,0.5875
463,52%,43%,2%,2%,0%,1%,3.98%,11.48%,0.3461
464,3%,0%,28%,57%,7%,5%,4.02%,11.01%,0.3646
465,3%,57%,2%,17%,21%,0%,2.65%,4.13%,0.6412
466,2%,30%,35%,13%,17%,3%,4.26%,8.10%,0.5252
467,57%,34%,2%,2%,3%,2%,4.31%,12.37%,0.3483
468,22%,16%,24%,10%,4%,24%,4.17%,7.38%,0.5654
469,8%,16%,59%,6%,7%,4%,5.43%,12.25%,0.4434
470,2%,6%,71%,7%,5%,9%,5.79%,14.39%,0.4021
471,15%,18%,38%,13%,15%,1%,4.93%,9.29%,0.5304
472,9%,12%,56%,18%,1%,4%,5.22%,12.52%,0.4168
473,24%,49%,5%,11%,3%,8%,3.11%,5.99%,0.5195
474,21%,22%,3%,46%,3%,5%,3.20%,6.38%,0.5017
475,13%,4%,23%,33%,17%,10%,4.33%,7.91%,0.5466
476,4%,65%,1%,2%,10%,18%,2.20%,3.63%,0.6052
477,2%,34%,49%,4%,1%,10%,4.41%,9.96%,0.4427
478,1%,5%,7%,67%,8%,12%,2.94%,9.14%,0.3216
479,46%,0%,26%,12%,1%,15%,5.23%,11.49%,0.4551
